tradedate,ticker,secid,open,high,low,close,volume,turnovervalue,openinterest
2015-02-25,600519,600519.SH,149.97827115192894,152.19106531646557,148.4293152367533,150.76504241043088,5993512.0,1104113268.0,0
2015-02-26,600519,600519.SH,150.63391386734722,154.3956639470595,150.429025518779,152.96144550708206,6229772.0,1163369598.0,0
2015-02-27,600519,600519.SH,153.174529389593,159.40313518606655,153.09257405016575,156.57567597582528,6337094.0,1217723178.0,0
2015-03-02,600519,600519.SH,156.37078762725707,158.82944781007558,154.89559151756595,156.31341888965795,3109870.0,592027084.0,0
2015-03-03,600519,600519.SH,155.14145753584782,157.35425170038445,151.74850648355826,152.3959536650338,4299960.0,812905777.0,0
2015-03-04,600519,600519.SH,153.24828919507755,154.08423365723584,151.28955658276547,153.4121998739321,4066223.0000000014,757815044.0,0
2015-03-05,600519,600519.SH,151.62557347441734,153.28107133084845,150.83880221591545,152.04354570549648,3620624.0,670609773.0,0
2015-03-06,600519,600519.SH,151.9042216284701,152.8303169639984,150.19955056838262,150.4863942563781,2547066.0,471454744.0,0
2015-03-09,600519,600519.SH,152.27302065589288,158.16560956071456,150.63391386734722,156.99364820690442,4348603.0,815432195.0,0
2015-03-10,600519,600519.SH,156.48552510245526,156.94447500324804,153.48595967941668,153.93671404626676,2963706.0,561292473.0,0
2015-03-11,600519,600519.SH,153.93671404626676,158.17380509465733,153.91212744443857,157.337860632499,4058339.0,778418696.0,0
2015-03-12,600519,600519.SH,158.17380509465733,160.6242697435331,156.86251966382076,157.9689167460891,3849640.0,747203168.0,0
2015-03-13,600519,600519.SH,157.92793907637542,158.91140314950286,154.55137909197137,155.64138510635422,2547927.0,486997365.0,0
2015-03-16,600519,600519.SH,155.76431811549517,159.40313518606655,153.264680262963,158.79666567430462,3116097.0,597313674.0,0
2015-03-17,600519,600519.SH,159.80471634926027,162.83706390806972,159.72276100983296,161.2635213910659,4590408.0,903712736.0,0
2015-03-18,600519,600519.SH,161.28810799289408,163.9024833206244,160.23907964822487,163.45992448771707,3930446.0,778884998.0,0
2015-03-19,600519,600519.SH,162.7141308989288,163.0829299263516,159.04253169258652,160.04238683359935,3353977.0000000005,658535489.0,0
2015-03-20,600519,600519.SH,159.1572691677847,159.80471634926027,156.4363518987989,158.29673810379822,5137371.0,991294900.0,0
2015-03-23,600519,600519.SH,159.54245926309292,161.24713032318044,158.33771577351186,159.8784761547448,4097901.0,799009923.0,0
2015-03-24,600519,600519.SH,160.05877790148483,161.81262216522867,157.43620703981173,160.37840372525125,6007944.0,1172628507.0,0
2015-03-25,600519,600519.SH,158.17380509465733,159.89486722263024,157.40342490404083,157.99350334791728,4224030.0,815963246.0,0
2015-03-26,600519,600519.SH,158.62455946150737,163.82872351513987,157.35425170038445,162.73052196681425,6710525.0,1315872109.9999998,0
2015-03-27,600519,600519.SH,162.27157206602146,162.73052196681425,158.13282742494366,159.4441128557802,4014459.0000000014,784086654.0,0
2015-03-30,600519,600519.SH,159.55065479703566,163.05014779058067,158.25576043408458,161.2635213910659,6345139.0,1237889229.0,0
2015-03-31,600519,600519.SH,161.18976158558135,164.54173496815724,159.0097495568156,160.5996831417049,8813097.0,1746870227.0,0
2015-04-01,600519,600519.SH,160.657051879304,161.91096857254144,159.38674411818107,160.09156003725573,7687523.0,1504959693.0,0
2015-04-02,600519,600519.SH,160.5996831417049,161.94375070831234,158.07545868734456,159.46869945760838,6298161.0,1228604478.0,0
2015-04-03,600519,600519.SH,158.99335848893014,161.46021420569136,157.99350334791728,161.2963035268368,5121088.0,996536046.0,0
2015-04-07,600519,600519.SH,161.32908566260772,164.79579652038183,160.46855459862124,164.45977962872993,5982433.0,1189027078.0,0
2015-04-08,600519,600519.SH,165.95956234024925,172.66350910540106,165.21376875146098,167.5986691287949,13585716.0,2798381803.0,0
2015-04-09,600519,600519.SH,167.58227806090946,168.72965281289143,163.13210313000798,163.91067885456715,6239973.0,1255308054.0,0
2015-04-10,600519,600519.SH,163.9024833206244,166.36114350344295,163.59105303080077,164.09098060130717,10201946.0,2048914304.0,0
2015-04-13,600519,600519.SH,165.18098661569005,167.5904735948522,163.04195225663796,167.1069370922312,9135609.0,1840018389.0,0
2015-04-14,600519,600519.SH,167.18889243165847,171.5161343534191,167.15611029588757,168.82799922020416,8190313.0,1691094329.0,0
2015-04-15,600519,600519.SH,171.36861474244995,171.9259110505555,167.32002097474214,168.58213320192232,5500520.0,1135635917.0,0
2015-04-16,600519,600519.SH,170.91786037559993,185.44034652211457,170.32778193172348,185.44034652211457,8601417.0,1877332299.0,0
2015-04-17,600519,600519.SH,195.79130589178047,203.82292915565424,187.08764884460297,190.59533737209068,19209491.0,4577503916.0,0
2015-04-20,600519,600519.SH,188.4972806827522,201.36426897283573,187.6777272884794,191.80008086167174,13058871.0,3118764548.0,0
2015-04-21,600519,600519.SH,196.6928146254806,210.97763028765613,196.6928146254806,210.97763028765613,12240188.0,3039243960.0,0
2015-04-22,600519,600519.SH,220.29595238053827,220.45986305939283,210.7153732014888,216.27194521465861,13463506.0,3543576711.0,0
2015-04-23,600519,600519.SH,216.36209608802864,216.50142016505504,207.33061768314198,209.8384510696169,8603012.0,2214737651.0,0
2015-04-24,600519,600519.SH,206.42910894944185,212.82162542477002,200.79877713078747,211.84635688558532,10053123.0,2547399865.0,0
2015-04-27,600519,600519.SH,211.10056329679702,219.47639898626542,207.33881321708472,209.63356272104863,7897335.000000001,2050832438.0,0
2015-04-28,600519,600519.SH,208.16656214530028,211.93650775895534,202.4706660551041,203.15909090629324,8729177.0,2187970737.0,0
2015-04-29,600519,600519.SH,201.6920903305449,207.34700875102743,201.6920903305449,204.7080468214689,5930057.0,1477767688.0,0
2015-04-30,600519,600519.SH,205.8308349716227,208.90416020014584,203.04435343109506,206.71595263743737,6406407.0,1610938043.0,0
2015-05-04,600519,600519.SH,207.06836059697468,212.26432911666447,204.9047396360944,208.96152893774496,5473902.0,1398337296.0,0
2015-05-05,600519,600519.SH,206.52745535675461,206.52745535675461,196.59446821816783,197.47139035003977,7370003.0,1801146749.0,0
2015-05-06,600519,600519.SH,199.95463713468646,202.4214928514477,196.7010101594233,198.8892177221318,6032432.0,1472597539.0,0
2015-05-07,600519,600519.SH,200.79058159684476,206.42910894944185,198.79087131481904,200.73321285924567,6810289.999999999,1693825898.0,0
2015-05-08,600519,600519.SH,201.70848139843034,208.8877691322604,201.52817965169032,208.30588622232665,5780559.0,1447670266.0,0
2015-05-11,600519,600519.SH,206.1176786596182,211.43658018844891,204.88834856820895,210.98582582159884,6134570.0,1552417973.0,0
2015-05-12,600519,600519.SH,210.78913300697334,210.78913300697334,206.52745535675461,208.51077457089485,4703129.0,1193035140.0000002,0
2015-05-13,600519,600519.SH,208.0026514664457,215.51795609192766,206.93723205389102,210.1334902915551,5891341.0,1520374556.0,0
2015-05-14,600519,600519.SH,210.01055728241417,212.67410581380088,205.88820370922178,206.04391885413364,4185329.0,1062504725.0,0
2015-05-15,600519,600519.SH,206.04391885413364,207.74858991422116,198.01229559025987,200.92990567387113,5418507.0,1333031173.0,0
2015-05-18,600519,600519.SH,200.79058159684476,200.79058159684476,196.77476996490785,197.6271054949516,3536324.0,856505079.0,0
2015-05-19,600519,600519.SH,197.55334568946708,205.06865031494894,196.85672530433513,204.92113070397986,4763777.0,1174434448.0,0
2015-05-20,600519,600519.SH,206.52745535675461,213.0838825109373,204.31466119221798,208.12558447558663,6377150.0,1631009463.0,0
2015-05-21,600519,600519.SH,209.80566893384596,214.14930192349198,208.17475767924302,211.92831222501258,4766913.0,1230234942.0,0
2015-05-22,600519,600519.SH,212.82162542477002,226.85237953472094,212.74786561928542,226.0819993441045,6664906.0,1779754347.0,0
2015-05-25,600519,600519.SH,221.27941645366565,236.43295871377038,220.45986305939283,235.07250007927746,6747362.0,1868570180.0,0
2015-05-26,600519,600519.SH,234.88400279859474,237.67048433912237,232.72038183771443,234.0152762006655,6091468.0,1746031124.0,0
2015-05-27,600519,600519.SH,233.99888513278006,237.11318803101682,223.73807663648415,226.9343348741482,4693479.0,1309259999.0,0
2015-05-28,600519,600519.SH,225.58207177359805,230.29450379066682,213.1658378503646,213.99358677858015,6088499.0,1650995554.0,0
2015-05-29,600519,600519.SH,213.09207804488,220.45986305939283,212.99373163756727,216.22277201100226,5778309.0,1531805542.0,0
2015-06-01,600519,600519.SH,216.31292288437226,223.72168556859873,212.91997183208272,222.47596440930397,6581670.0,1747123649.0,0
2015-06-02,600519,600519.SH,221.68919315080208,221.68919315080208,213.62478775115738,218.50932598102347,6463560.0,1708951665.0,0
2015-06-03,600519,600519.SH,217.32916909327056,218.50932598102347,213.09207804488,215.37043648095852,4642403.0,1218378716.0,0
2015-06-04,600519,600519.SH,215.52615162587037,217.18164948230148,196.6928146254806,211.6168819351889,9236273.0,2332785391.0,0
2015-06-05,600519,600519.SH,211.53492659576165,214.80494463891029,201.6101349911176,208.0354336022166,8573823.0,2188974566.0,0
2015-06-08,600519,600519.SH,206.12587419356092,219.2633151037545,204.7244378893544,216.88661026036323,9600797.0,2462736702.0,0
2015-06-09,600519,600519.SH,217.18164948230148,221.1155057748111,210.21544563098237,212.28891571849263,7785186.0,2045525401.0,0
2015-06-10,600519,600519.SH,209.51062971190774,218.7224098635344,208.0026514664457,213.94441357492377,8046208.0,2096832880.0,0
2015-06-11,600519,600519.SH,213.0838825109373,216.77187278516507,211.25627844170887,213.13305571459367,5295454.0,1378413758.0,0
2015-06-12,600519,600519.SH,214.8213357067957,223.73807663648415,213.90343590521013,218.0012028765743,9090952.0,2438986511.0,0
2015-06-15,600519,600519.SH,218.80436520296172,222.9185232422113,213.14944678247912,213.8132850318401,10001422.0,2664672586.0,0
2015-06-16,600519,600519.SH,212.26432911666447,217.83729219771976,206.93723205389102,208.12558447558663,6930384.0,1789696036.0,0
2015-06-17,600519,600519.SH,208.13378000952937,211.24808290776613,204.06879517393608,209.05987534505766,5838881.0,1478407037.0,0
2015-06-18,600519,600519.SH,207.3633998189129,208.82220486071856,197.18454666204428,199.94644160074375,6150650.0,1530836127.0,0
2015-06-19,600519,600519.SH,201.50359304986213,203.65082294285696,191.79188532772903,192.84910920634098,6760866.0,1646002769.0,0
2015-06-23,600519,600519.SH,196.52890394662603,209.682735924705,191.88203620109903,206.73234370532282,8124734.0,1989068141.0,0
2015-06-24,600519,600519.SH,204.88834856820895,217.34556016115604,202.96239809166778,214.07554211800743,9570694.0,2463553858.0,0
2015-06-25,600519,600519.SH,214.31321260234654,214.7475759013111,205.06045478100623,206.3553491439573,6652166.0,1707385606.0,0
2015-06-26,600519,600519.SH,204.9047396360944,209.60078058527773,192.84091367239824,198.70072044144902,9933201.0,2451381599.0,0
2015-06-29,600519,600519.SH,203.5524765355442,210.21544563098237,186.69426321535198,202.1346491634522,16507167.000000002,4057069903.0,0
2015-06-30,600519,600519.SH,202.1346491634522,212.93636289996817,201.6101349911176,211.1579320343961,12629819.0,3205285541.0,0
2015-07-01,600519,600519.SH,208.9861155395731,220.05008636225642,205.6915108945963,211.0268034913125,10332654.0,2696026039.0,0
2015-07-02,600519,600519.SH,209.23198155785497,231.60578922150341,200.79877713078747,213.32974852921916,11845972.0,3011363680.0,0
2015-07-03,600519,600519.SH,208.9861155395731,213.4936592080737,198.4958320928808,204.7326334232971,10960531.0,2772183160.0,0
2015-07-06,600519,600519.SH,219.59933199540635,219.63211413117725,196.28303792834416,208.19934428107118,27279966.000000004,7012491142.0,0
2015-07-07,600519,600519.SH,204.88834856820895,210.28100990252418,196.28303792834416,200.11854781354103,16756224.0,4121731560.0,0
2015-07-08,600519,600519.SH,187.6777272884794,200.78238606290205,180.10505392539838,194.11941696746388,28914054.0,6738026659.0,0
2015-07-09,600519,600519.SH,194.11941696746388,213.41989940258918,190.95594086557074,211.39560251873525,13820334.0,3409950542.0,0
2015-07-10,600519,600519.SH,210.6252223281188,231.9336105792125,206.4946732209837,217.66518598492243,25614930.0,6888908351.0,0
2015-07-13,600519,600519.SH,211.44477572239163,217.6569904509797,205.70790196248177,211.2398873738234,14892616.0,3838169457.0,0
2015-07-14,600519,600519.SH,208.9861155395731,209.13363515054223,202.59359906424498,204.10977284364975,9676830.0,2425239239.0,0
2015-07-15,600519,600519.SH,202.83946508252683,207.1011427327456,199.3809497586955,205.9209858449927,10407746.0,2585923324.0,0
2015-07-16,600519,600519.SH,205.9209858449927,208.31408175626942,203.46232566217418,206.19143846510275,7281433.0,1826618391.0,0
2015-07-20,600519,600519.SH,208.402540645253,209.0906406033597,204.13632090499138,206.53090875920273,6793355.0,1531275688.0,0
2015-07-21,600519,600519.SH,203.44822094688467,205.69601414336657,201.842654377969,203.36564895191185,5178996.0,1148423253.0,0
2015-07-22,600519,600519.SH,201.842654377969,203.6775875995869,198.7049185690024,199.2095252049473,7085510.000000001,1552554839.0,0
2015-07-23,600519,600519.SH,199.99854649024303,202.39313434445435,197.96177061424717,201.42061973699688,6474810.0,1411411702.0,0
2015-07-24,600519,600519.SH,202.30138768337346,205.22810617185405,200.69582111445783,201.11785575542996,5739009.0,1271122141.0,0
2015-07-27,600519,600519.SH,199.09025454554214,203.03536097202067,184.41078877259895,184.88787141021962,7694415.000000001,1628465532.0,0
2015-07-28,600519,600519.SH,183.36487683627678,192.1542069678265,181.18130630255143,188.8421525028062,8670357.0,1766521467.0,0
2015-07-29,600519,600519.SH,190.63121239388366,192.6679882698795,185.44752604281305,190.5945137294513,6650743.000000001,1364157580.0,0
2015-07-30,600519,600519.SH,191.59455233523306,191.59455233523306,188.17240187691564,188.96142316221136,4113400.0,853284372.0,0
2015-07-31,600519,600519.SH,189.64034845420994,189.85136577469603,186.24572199421686,189.75961911361514,4073664.0,835374146.0,0
2015-08-03,600519,600519.SH,188.08065521583475,192.65881360377142,186.24572199421686,192.26430296112355,5455303.0,1117796040.0,0
2015-08-04,600519,600519.SH,191.98906297788088,196.3195053808991,191.98906297788088,194.47539749317312,5953396.0,1260302964.0,0
2015-08-05,600519,600519.SH,195.35616543954973,196.20023472149396,189.86054044080413,190.08990709350633,4314385.0,907597376.0,0
2015-08-06,600519,600519.SH,189.20913914712975,190.37432174285712,186.24572199421686,188.0439565514024,3924980.0000000014,805358564.0,0
2015-08-07,600519,600519.SH,190.36514707674905,191.38353501474697,188.63113518232012,189.85136577469603,3952134.0000000014,819022560.0,0
2015-08-10,600519,600519.SH,189.92476310356074,195.42038810230636,188.1999258752399,194.7781614747401,5649643.0,1182083559.0,0
2015-08-11,600519,600519.SH,194.7781614747401,194.87908280192906,192.67716293598758,193.35608822798622,5089705.0,1076261224.0,0
2015-08-12,600519,600519.SH,192.65881360377142,196.6039200302499,191.52115500636833,192.18173096615075,4582434.0,968610598.0,0
2015-08-13,600519,600519.SH,194.04418818609292,194.04418818609292,188.9981218266437,192.2184296305831,3518025.0,733202199.0,0
2015-08-14,600519,600519.SH,193.12672157528397,193.95244152501203,191.9798883117728,192.64963893766333,3066690.0,645849785.0,0
2015-08-17,600519,600519.SH,190.8514043804778,191.58537766912494,187.1631886050258,189.19996448102165,5385832.0,1108212041.0,0
2015-08-18,600519,600519.SH,189.89723910523645,190.37432174285712,183.81443547557313,184.4658367692475,5128552.0,1047896516.0,0
2015-08-19,600519,600519.SH,183.26395550908774,185.4750500411373,181.82353293011772,184.9796180713005,5026180.0,1004394398.0,0
2015-08-20,600519,600519.SH,184.25481944876145,184.41078877259895,178.81424244666437,178.97021177050186,3964503.0,788892224.0,0
2015-08-21,600519,600519.SH,175.71320530213012,178.77754378223202,170.75888560376177,170.95155359203167,7562061.0,1433277975.0,0
2015-08-24,600519,600519.SH,166.06145655641996,166.52018986182443,154.31788393806536,155.63903585763026,8981284.0,1559048775.0,0
2015-08-25,600519,600519.SH,153.63895864606678,167.44683113874146,152.48295071644748,162.0154288027525,12308058.0,2165823577.0,0
2015-08-26,600519,600519.SH,162.17139812659,172.94245613748708,160.55665689156626,168.70376039554972,9157253.0,1663612844.0,0
2015-08-27,600519,600519.SH,174.3186560537005,183.40157550070913,169.63040167246677,180.80514499211978,8705201.0,1663248886.0,0
2015-08-28,600519,600519.SH,178.90598910774526,179.17205442487986,171.6855268806788,176.74994257234422,8992583.0,1720106859.0,0
2015-08-31,600519,600519.SH,173.7131280905666,179.36472241314974,169.89646698960135,179.24545175374456,6273019.0,1198185023.0,0
2015-09-01,600519,600519.SH,175.9884452853728,178.90598910774526,172.4837228320826,178.32798514293563,8743269.0,1688392993.0,0
2015-09-02,600519,600519.SH,174.4195773808895,178.90598910774526,173.58468276505332,178.54817712952976,10694546.0,2052413262.0,0
2015-09-07,600519,600519.SH,176.70406924180375,177.9885224969363,173.08007612910842,173.13512412575696,3221642.0,615819752.0,0
2015-09-08,600519,600519.SH,172.90575747305473,174.74986536078072,169.73132299965576,173.69477875835042,3309858.0,621914336.0,0
2015-09-09,600519,600519.SH,174.44710137921373,177.86925183753115,174.44710137921373,176.02514394980517,3521516.0000000005,676337501.0,0
2015-09-10,600519,600519.SH,174.6672933658079,177.34629586937007,173.52963476840478,177.26372387439721,2685248.0,514766384.0,0
2015-09-11,600519,600519.SH,176.04349328202133,178.0802691580172,175.2819959950499,176.98848389115454,1693214.0,326277629.0,0
2015-09-14,600519,600519.SH,176.54809991796625,186.06222867205508,172.39197617100172,185.81451268713664,8617555.0,1678995779.0,0
2015-09-15,600519,600519.SH,181.6675636062802,185.3466047156241,179.01608510104234,185.3282553834079,5188434.0,1035493477.0,0
2015-09-16,600519,600519.SH,183.50249682789809,192.2459536289074,181.41067295525366,187.66779524097072,3719802.0000000014,753188784.0,0
2015-09-17,600519,600519.SH,185.87873534989325,188.81462850448193,181.3005769619566,181.6583889401721,2642300.0,533638541.0,0
2015-09-18,600519,600519.SH,182.20886890665747,184.30986744540996,181.6583889401721,182.9703661936289,1564276.0,312040970.00000006,0
2015-09-21,600519,600519.SH,181.6675636062802,184.13554878935625,181.6583889401721,182.85109553422376,1652767.0000000002,329196735.0,0
2015-09-22,600519,600519.SH,184.1997714521129,184.57593276254457,182.55750621876487,182.8235715358995,1645740.0000000002,329161941.0,0
2015-09-23,600519,600519.SH,180.87854232098448,182.56668088487297,178.0802691580172,178.64909845671875,2234432.0,438412337.0,0
2015-09-24,600519,600519.SH,179.63996239639243,180.08034636958072,176.8875625639656,177.9885224969363,1388674.0,269653188.0,0
2015-09-25,600519,600519.SH,177.97934783082823,178.81424244666437,173.85992274829601,177.49309052709947,2445597.0,470411106.0,0
2015-09-28,600519,600519.SH,175.67650663769774,176.4288292585611,173.6122067633776,175.58475997661685,1234110.0,235369401.0,0
2015-09-29,600519,600519.SH,173.9057960788365,175.57558531050879,172.7589628153253,174.47462537753802,1840982.0,348759190.0,0
2015-09-30,600519,600519.SH,174.52967337418653,175.67650663769774,174.47462537753802,174.6030707030513,1163463.0,222178053.0,0
2015-10-08,600519,600519.SH,182.3740128966031,184.94291940686816,180.74092232936314,181.2180049669838,3439179.0,684138047.0,0
2015-10-09,600519,600519.SH,182.3740128966031,182.48410888990017,180.28218902395867,180.6950489988227,1572174.0,310187702.0,0
2015-10-12,600519,600519.SH,182.57585555098106,187.6127472443222,181.52076894855077,181.7409609351449,4903000.0,982174156.0,0
2015-10-13,600519,600519.SH,181.7409609351449,183.5758941567628,181.7409609351449,182.3373142321707,1575113.0,313495454.0,0
2015-10-14,600519,600519.SH,182.55750621876487,183.03458885638554,180.75009699547124,181.5024196163346,1521339.0,301666756.0,0
2015-10-15,600519,600519.SH,181.80518359790153,183.83278480778932,181.25470363141616,183.48414749568192,1655013.0,329836775.0,0
2015-10-16,600519,600519.SH,184.61263142697692,185.6952420277315,182.95201686141272,184.17224745378866,1923843.0,386383069.0,0
2015-10-19,600519,600519.SH,188.0256072191862,188.0256072191862,185.23650872232702,185.98883134319033,2612145.0,531101872.0,0
2015-10-20,600519,600519.SH,185.3466047156241,186.13562600091979,184.57593276254457,185.30073138508362,1478429.0,298284287.0,0
2015-10-21,600519,600519.SH,185.40165271227264,185.83286201935283,180.75009699547124,183.77773681114078,2234914.0,447195037.0,0
2015-10-22,600519,600519.SH,183.71351414838418,185.99800600929842,182.9703661936289,185.81451268713664,2372030.0,478632748.0,0
2015-10-23,600519,600519.SH,188.81462850448193,199.6407345120275,188.58526185177968,193.56710554847226,5627734.0,1189746955.0,0
2015-10-26,600519,600519.SH,194.5029214914974,200.2829611395938,190.8330550482616,199.76000517143265,4334626.0,932490839.0,0
2015-10-27,600519,600519.SH,199.18200120662303,199.71413184089224,195.03505212576658,197.4846879766265,2257279.0,484597005.0,0
2015-10-28,600519,600519.SH,197.24614665781615,197.24614665781615,194.4111748304165,194.90660680025334,1655922.0,353020506.0,0
2015-10-29,600519,600519.SH,194.5029214914974,197.06265333565437,194.5029214914974,195.42038810230636,1345435.0,287688318.0,0
2015-10-30,600519,600519.SH,195.3745147717659,197.98929461257143,194.61301748479448,196.20940938760208,1225791.0,263117287.0,0
2015-11-02,600519,600519.SH,196.88833467960066,198.04434260921997,194.96165479690188,195.01670279355042,1529820.0,328246682.0,0
2015-11-03,600519,600519.SH,195.34699077344163,197.95259594813905,191.2000416925852,192.40192295274494,2317329.0,493565252.0,0
2015-11-04,600519,600519.SH,193.2001189041487,198.1727879347332,192.7689095970685,197.23697199170806,3080972.0,659118997.0,0
2015-11-05,600519,600519.SH,196.88833467960066,204.85194486142237,195.8791214077108,198.6865692367862,4998258.0,1087812237.0,0
2015-11-06,600519,600519.SH,199.41136785932528,200.55820112283646,197.76910262597727,200.39305713289085,2169571.0,471929422.0,0
2015-11-09,600519,600519.SH,203.6775875995869,206.1180487843387,200.92518776716005,202.60415166494045,4052729.0,900398639.0,0
2015-11-10,600519,600519.SH,201.842654377969,205.62261681450187,201.07198242488946,204.0262249116943,2872976.0,639416128.0,0
2015-11-11,600519,600519.SH,203.68676226569497,204.59505421039586,200.55820112283646,201.98027436959035,2381550.0,524296324.0,0
2015-11-12,600519,600519.SH,202.05367169845508,204.59505421039586,201.27382507926745,201.85182904407708,1618085.0,357408916.0,0
2015-11-13,600519,600519.SH,200.099467817432,201.38392107256453,197.09935200008675,197.35624265111323,2839718.0,614644801.0,0
2015-11-16,600519,600519.SH,194.96165479690188,198.6315212401377,194.5029214914974,196.13601205873735,2391670.0,511461320.0,0
2015-11-17,600519,600519.SH,196.99843067289777,199.54898785094662,195.54883342781957,196.66814269300653,2198635.0,473813948.0,0
2015-11-18,600519,600519.SH,195.96169340268364,198.1727879347332,195.96169340268364,196.9433826762492,1972554.0,423815322.0,0
2015-11-19,600519,600519.SH,196.3378547131153,198.1727879347332,196.24610805203443,197.2828453222485,1526276.0,327777826.0,0
2015-11-20,600519,600519.SH,197.3837666494375,197.97094528035524,195.51213476338722,196.0809640620888,2227423.0,476413651.0,0
2015-11-23,600519,600519.SH,195.42038810230636,196.1910600553859,194.97082946300995,195.07175079019893,2099473.0,446996434.0,0
2015-11-24,600519,600519.SH,194.8607334697129,195.67727875333287,192.6679882698795,194.2185068421466,2046902.0,431548236.0,0
2015-11-25,600519,600519.SH,194.2276815082547,195.42038810230636,193.0349749142031,195.40203877009017,2424981.0,512351419.0,0
2015-11-26,600519,600519.SH,195.86994674160275,196.14518672484542,194.3469521676599,195.27359344457693,1880453.0,400523684.0,0
2015-11-27,600519,600519.SH,194.9524801307938,194.99835346133423,189.57612579145334,190.5945137294513,1622072.0,339061425.0,0
2015-11-30,600519,600519.SH,190.86975371269395,197.0534786695463,190.64038705999172,196.62226936246608,3344003.0,702029940.0000001,0
2015-12-01,600519,600519.SH,195.42038810230636,196.29198138257485,193.58545488068845,196.15436139095354,1887754.0,400895906.0,0
2015-12-02,600519,600519.SH,196.77823868630358,208.26492065363163,194.5029214914974,203.29225162304715,4789145.0,1055325951.0,0
