tradedate,close,sma1,sma2,sma3,sma4,sma5,sma6,sma7,sma8,sma9,sma10,sma11,sma12,sma13,sma14,sma15,sma16,sma17,sma18,sma19,sma20,roc1,roc2,roc3,roc4,roc5,roc6,roc7,roc8,roc9,roc10,roc11,roc12,roc13,roc14,roc15,roc16,roc17,roc18,roc19,roc20,long,short
2015-01-21,0.4182305630026828,0.1776355617054445,0.0,0.209958488281586,0.3350341606849408,0.3642653290668456,0.412448573652413,0.4703688489146425,0.5638867268202227,0.6550030268961327,0.7416131390878437,0.8596024676410379,1.0,0.4182305630026828,0.4182305630026828,0.4182305630026828,0.4182305630026828,0.4182305630026828,0.4182305630026828,0.4182305630026828,0.4182305630026828,3.9206747207659376,-2.01493740261135,-1.9938732734992026,-0.44764712304831145,-1.3630463003028614,-2.1831250335246133,-4.177394776942855,-4.901960784313686,-5.4835700217684025,-7.819845321740859,-9.954572387912275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2015-01-22,0.24914112958636495,0.32160688928588455,0.162780755195217,0.0,0.17500801612386058,0.2908249736613032,0.32059914800054545,0.37018459988090724,0.430839937092515,0.5291283037881896,0.6264527923178472,0.7201685676331803,0.8477112645038979,1.0,0.24914112958636495,0.24914112958636495,0.24914112958636495,0.24914112958636495,0.24914112958636495,0.24914112958636495,0.24914112958636495,1.7688679245283057,3.2767266925005867,-2.6221052065982686,-2.6011716020852393,-1.0645266950540244,-1.9742535698831554,-2.7892506570830755,-4.771162839577525,-5.491239048810992,-6.0692443246605166,-8.39104281453773,-10.512541971163337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2015-01-23,0.19670735168889486,0.21160942378654937,0.2700350080423944,0.147388589270513,0.0,0.15318383953070433,0.2617898706459547,0.29197416974170487,0.3422588072034602,0.40448481407890985,0.505457641989007,0.6067508752010621,0.7053429114172786,0.8394225700498762,1.0,0.19670735168889486,0.19670735168889486,0.19670735168889486,0.19670735168889486,0.19670735168889486,0.19670735168889486,-0.734810265409136,1.6509433962263786,3.1570549350353305,-2.734941701144522,-2.7140323534154076,-1.1791680314444775,-2.0878407615750882,-2.9018934720806855,-4.881509116704342,-5.6007509386733485,-6.178086451746689,-8.49719456098672,-10.616235433537447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2015-01-26,0.4203956977824947,0.27858186163856224,0.2424644801487245,0.26941973177533435,0.1491966538308382,0.0,0.1354022421609705,0.23615721683708082,0.26335590669676867,0.3122028947019031,0.3746212624183669,0.4781569512680889,0.5835367659826548,0.6872925242331694,0.829159474173422,1.0,0.4203956977824947,0.4203956977824947,0.4203956977824947,0.4203956977824947,0.4203956977824947,0.8663024885504633,0.24128098267159892,2.6504941599281073,4.1714155459311675,-1.7785180807049827,-1.7574031278551172,-0.20744622775410448,-1.1250540891388994,-1.9471115163868458,-3.9461930534391287,-4.672507300792638,-5.255519850730805,-7.597432138704951,-9.73730989531898,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2015-01-27,0.0,0.22584946661399502,0.20150138285263205,0.19814302647176205,0.2340774397471481,0.13825233767944609,0.007436360557659058,0.1324451797708547,0.22892795996312879,0.257585934413279,0.30698430372472846,0.3698389964440984,0.47314074704434533,0.5790765931026692,0.6840971947846798,0.8273101047017041,1.0,0.0,0.0,0.0,0.0,-0.5027068832173187,-0.6179992275009871,-1.2338232068436539,1.1399371069182207,2.638477319352628,-3.223899844178213,-3.2030956091793628,-1.675947155803026,-2.5800519255733567,-3.390012337070225,-5.359676317587114,-6.075302461410093,-6.649735669119961,-8.957185462265594,-11.06557377049182,0.0,0.0,0.0,0.0,0.0,0,0
2015-01-28,0.0,0.16260607719682763,0.32726526142896867,0.3547768957021705,0.3764577059950809,0.4141116890227256,0.3656876930898273,0.28933410895155326,0.37544483985765265,0.44384067889405876,0.46743647811263844,0.5045510539282788,0.5506433068710656,0.6242911892378074,0.700027374760476,0.7753815357240684,0.8773047132896439,1.0,0.0,0.0,0.0,-2.9157549234135716,-1.9611092696939503,-2.074711692324682,-2.6815091028734805,-0.3425426774483542,1.134032368361071,-4.642415775616604,-4.62191648304403,-3.117152527568501,-4.00800519255734,-4.806093439897019,-6.746886658609652,-7.452023362536497,-8.018036695345721,-10.291664560481228,-12.36914872605176,0.0,0.0,0.0,0.0,0,0
2015-01-29,0.0,0.0738168118672037,0.19684483164587135,0.33357369908171186,0.37579467859666277,0.4078565261753402,0.44881260721854216,0.41969331292677575,0.36473458388928254,0.43965740522721997,0.5005511912151938,0.5243603327839272,0.5591322381409517,0.60131941874937,0.6668118672003766,0.7342535907699599,0.8015242593387742,0.8917046019412405,1.0,0.0,0.0,-2.198656376658703,-3.6378555798687207,-2.690310462932266,-2.8030679247365353,-3.4053520508883883,-1.0837825696316417,0.38180989286529243,-5.351673741335794,-5.331326919976376,-3.837755213451244,-4.721981826049337,-5.514133991310411,-7.440491829120921,-8.140383813099705,-8.7021872084586,-10.95890410958904,-13.020936203831734,0.0,0.0,0.0,0,0
2015-01-30,0.06413050245937058,0.0,0.03341427474420542,0.1323080754623037,0.25863893904489665,0.30591702467675375,0.34342284326718153,0.3891413984185299,0.3654816013946812,0.3141771994271796,0.39253754153200143,0.4574227424610357,0.4846426843811792,0.5230949860798554,0.5692879231264115,0.6399041155594338,0.7128337917571612,0.7858234923797485,0.8831789329497107,1.0,0.06413050245937058,-0.16340789992673743,-1.6267836322247375,-3.0743982494529476,-2.1213125621478146,-2.2347293494454634,-2.8405352050888677,-0.5053908355795222,0.9687713699567002,-4.798237601418531,-4.777771806309461,-3.275466754012424,-4.164863695369969,-4.961647803465096,-6.899269612737113,-7.603254067584464,-8.168342489893243,-10.438255067482183,-12.512344459806446,0.0,0.0,0,0
2015-02-02,0.0,0.12546200192395765,0.1307781884461589,0.1685231127537922,0.24730899701281417,0.34750139233456767,0.39203078325147805,0.4282188243633259,0.4697146136060616,0.4574046883702085,0.42220186779956315,0.487051288542356,0.541596725384887,0.566401701179685,0.5999493696521712,0.6396036909523597,0.6988596258715121,0.7600965351965351,0.8214907173254383,0.9027416333350211,1.0,-0.7550383196139765,-1.493210120020294,-2.9370939981122612,-4.3654266958424675,-3.4250359076345105,-3.5369420073939395,-4.134678657600399,-1.8306379155435981,-0.37611123774788924,-6.0663048734619585,-6.046111678400623,-4.563817010590665,-5.441367373431428,-6.227538486295137,-8.139351584257282,-8.833959115561118,-9.391520680004174,-11.631198503765871,-13.677661465534285,0.0,1,0
2015-02-03,0.2739096887974408,0.0,0.030091486938314094,0.005401036117140023,0.03132600947937788,0.11650806481243672,0.23665356211191318,0.2924275269133281,0.3394079680591761,0.3944299518683148,0.37940525139702125,0.3334496821839315,0.42074664872915907,0.4951317191461182,0.5298673623103178,0.5766570525774405,0.6320119994207783,0.7144799206378455,0.8000437033355703,0.8861557115038411,1.0,0.6716333671971997,1.2602895259721913,0.5071279652899108,-0.9660762867136685,-2.4234135667396073,-1.463926637940538,-1.5781051702256854,-2.1879798201360323,0.16284815813116804,1.6469113289263815,-4.158830798989865,-4.138227548771978,-2.6258325144666306,-3.521202942449153,-4.323338518478781,-6.273974042351959,-6.982686691697948,-7.551570436405108,-9.836728504271342,-11.92474817301995,0,0
2015-02-04,0.09286236470944718,0.19770697002656726,0.011108535563356324,0.02827059893372431,0.0,0.02234188613305008,0.10891000838042621,0.2367896688836168,0.29922317517488606,0.3531016529072963,0.4164169015728299,0.40240358040760876,0.3531016529072963,0.4529982347591912,0.5390760123388461,0.5805770019435527,0.6359177731324681,0.7012315080624577,0.7979029202019229,0.8984808230658159,1.0,1.3900011440338922,0.03950784512927186,0.6244677831394041,-0.12396461373750389,-1.5879184942534819,-3.0361050328227446,-2.082642801900303,-2.1961043977266392,-2.802149594209269,-0.4660826594788836,1.008661955778467,-4.760625436569777,-4.740151555866068,-3.2372529752155987,-4.1270012981393105,-4.9241001984658865,-6.862487520361505,-7.566750104297015,-8.132061780864507,-10.402871151999172,0,0
2015-02-05,0.0,0.22391043582567496,0.35079301612688335,0.29003398640544126,0.3196321471411525,0.3153405304544922,0.3386645341863226,0.402339064374252,0.493691412323964,0.541863254698121,0.5839482388862706,0.6321971211515447,0.6269492203118783,0.5964614154338259,0.66921231507397,0.732519492203129,0.7645882823341279,0.8063108090097366,0.8550579768092805,0.9260795681727352,1.0,-2.4219319392274397,-0.4404530374098936,-1.7665650750649076,-1.192165767811515,-1.927086268101641,-3.364610515795885,-4.786652078774612,-3.8504032703568503,-3.961816476300839,-4.556920377275753,-2.263027852650501,-0.8149076817870804,-6.480038686798151,-6.4599344332778035,-4.984168577355586,-5.857853742968411,-6.640562141286265,-8.543954600388847,-9.235502711722976,-9.790608479320007,1,0
2015-02-06,0.04542772861356292,0.0,0.1610619469026525,0.2878466076696163,0.2466312684365821,0.28412979351033063,0.2866076696165115,0.31572271386430756,0.3868239921337267,0.48814159292035364,0.5443067846607692,0.5940019665683438,0.6504107102337202,0.6482595870206491,0.6177620452310714,0.7008259587020758,0.7737289606108004,0.8120091773189193,0.8610402111473399,0.9179705014749281,1.0,-1.495063469675617,-2.1135841228906216,-0.12584372497425056,-1.456146291906546,-0.8799318762418351,-1.6171747337578202,-3.0592415745932966,-4.485776805251652,-3.5465694398408854,-3.6583347127959076,-4.255319148936209,-1.9541778975741386,-0.5014816503305153,-6.184514534415153,-6.164346751222672,-4.683917458237785,-5.56036347901342,-6.3455452448640255,-8.254952446009156,-8.948685857321648,1,0
2015-02-09,1.0,0.3273231622746184,0.07766990291261683,0.06380027739251097,0.0865464632454942,0.019648636153494915,0.018624925698429922,0.0,0.005856064108490207,0.04715672676837433,0.11486571680746606,0.15071659731853973,0.18329243571961526,0.22240935209034393,0.21673601479426283,0.18923370319002106,0.2516929101737817,0.30690399137001584,0.3352069494123658,0.3724687933425816,0.4164189947823736,5.8891123240448096,3.977433004231301,3.3245500925043414,5.4227205125271905,4.018512247431993,4.626738575078071,3.848537781033423,2.3263561157070844,0.8205689277899442,1.8119544801679544,1.6939800253821025,1.0638297872340052,3.4928122192273037,5.026213813540026,-0.9725431196604406,-0.9512549040683771,0.6114204607490015,-0.31371700562526916,-1.1425199806897934,-3.158005359676319,0,0
2015-02-10,0.8793132755396852,1.0,0.49062269816986087,0.21256161822199432,0.15451300356961062,0.147543770185284,0.056360943153390505,0.038118306986231046,0.004476174287496825,0.0,0.03713318807658437,0.10618165335146765,0.14133291491781694,0.1740122872198294,0.21513966796985026,0.20565612782595058,0.1712911579726317,0.2411279203732162,0.3032555892536062,0.33460819309876283,0.3767352257918263,4.7422680412370966,5.07325481183567,3.176304654442852,2.528452093961975,4.610456469511504,3.217067389095818,3.8206074368435816,3.0484025469093234,1.537949031147634,0.043763676148778075,1.027510772290352,0.9104452905147831,0.2851502522482452,2.6954177897573928,4.217004786870304,-1.7355327494492867,-1.714408555919844,-0.1637733377006234,-1.081782778018181,-1.9041999678163446,1,0
2015-02-11,0.9440365381280108,0.9182806266982744,1.0,0.5782072035613125,0.3041452274961027,0.2231889923108131,0.19588863469304918,0.09075273168757242,0.05900830587192698,0.013961958721162952,0.0,0.03033763080302719,0.09548565558278119,0.12706992955012264,0.1571139503960175,0.19687662600452205,0.18392852891864975,0.14486134397102418,0.21664541767206788,0.2808695149447918,0.31272144632842613,-0.6239826370048496,4.896907216494895,5.228382648664209,3.328631875881549,2.679822840163748,4.764901041070857,3.3694547917372475,3.9738858927051313,3.2005409364963544,1.6878574204653107,0.1914660831510151,1.1766655618164368,1.0594272471445398,0.4332090370695374,2.8470350404312894,4.370868475039935,-1.5904572564612196,-1.5693018756381738,-0.01637733377001238,-0.9357421029856816,1,0
2015-02-12,1.0,0.9573243014394631,0.9248094834885788,0.9806943268416685,0.619983065198992,0.36088060965284924,0.26870690697955346,0.22802709568162208,0.1162291843070901,0.07475021168500984,0.02178431221615214,0.0,0.022835927831687277,0.08145639288738002,0.10814563928873096,0.13416596104997522,0.17063306270858444,0.15472763195033526,0.11268773118232457,0.18286198137172596,0.2459658884722386,0.3772965879265122,-0.3960933260987676,5.137457044673521,5.469692617064048,3.5655853314527253,2.9152884453663708,5.005148152385308,3.606501862512679,4.2123190462673765,3.4372006536316,1.9210482482927116,0.4212253829321444,1.408684123301307,1.2911769574573517,0.6635227023469525,3.08288409703501,4.610211989970359,-1.3647842673687904,-1.3435803729779372,0.21290533901081599,1,0
2015-02-13,0.8181559981538651,0.9427699080484072,0.9520005680406092,0.9410391592998854,1.0,0.6662347191157603,0.40969929349947354,0.30960432420917383,0.26047029029242225,0.13924095572833767,0.08956322195219009,0.028357652572167137,0.0,0.01920940918703157,0.07724168944744747,0.10234716157206676,0.1273496937384012,0.16406117481845006,0.14492509898668754,0.09770298576348496,0.1717900210817394,-0.3603603603603789,-0.21325459317582673,-0.9820944112859276,4.51890034364264,4.849181269750091,2.9562764456981583,2.309805460559522,4.387369866148072,2.9969522519471825,3.599205222821489,2.828647095283743,1.3214146910221825,-0.16958424507657055,0.8120649651972567,0.6952491309385911,0.0712875630620502,2.4764150943396235,3.994757237292035,-1.9450862393208368,-1.924007094104363,1,0
2015-02-16,1.0,0.8988546255506537,0.9539500734214345,0.955594713656388,0.9432599118942827,0.9934214390602196,0.6874008810572618,0.4409251101321583,0.3369358786098985,0.2813744493392232,0.15629955947139046,0.10058737151250313,0.03390037275501579,0.0,0.014038179148313816,0.06779735682822415,0.08940139932627057,0.11148311306903796,0.1459123579874951,0.12410572687226604,0.07383259911895364,-0.14163534346567364,0.08736008736007772,0.23512685914264253,-0.5371676614215781,4.988545246277232,5.320310255673677,3.4188998589562702,2.769524023098069,4.856423750143035,3.4597584377469515,4.064717570252663,3.290697019214539,1.7766920215424253,0.27899343544859345,1.2650535852392286,1.147712851073246,0.5209475762228521,2.9368823000898603,4.462046956918209,-1.5044865939498164,1,0
2015-02-17,0.7521560096340675,0.9003573925879891,0.8754305544764823,0.9363880040401114,0.9501204257633801,0.9470385621423132,1.0,0.7100069924636837,0.46783898341665653,0.3611219019501363,0.3014952571319843,0.17136068163573975,0.1106124083359976,0.03853624427007433,0.0,0.01114909486445981,0.06401531943679128,0.08411674824543786,0.105107769813019,0.13936368580532796,0.11493538445603213,-0.1479533125103072,-0.7354142833796429,-0.5077805077805531,-0.3608923884514392,-1.128594682582762,4.364261168384864,4.694053432921552,2.8039492242594832,2.158434714357793,4.232925294588719,2.844564849305775,3.4459267669599614,2.676508705696734,1.1715063017045058,-0.31728665207878537,0.6629101756711941,0.5462671743088787,-0.0767712217592087,2.324797843665749,3.840893549122404,1,0
2015-02-25,1.0,0.7940523746116088,0.8114119445677215,0.7715638408048511,0.7987868027814876,0.800364945504775,0.792361507408099,0.8283769788430101,0.6012559385839464,0.40653942890958844,0.31609033073746173,0.26281008038663983,0.1530836377707113,0.09893686724577001,0.03575479607434587,0.0,0.005213092782603869,0.0452236524140623,0.05884551592028142,0.07359076786506763,0.09966957636730248,0.35459058425617584,0.8055235903337232,0.21245301519858817,0.4422604422604115,0.5905511811023834,-0.18448182311447958,5.360824742268067,5.693766159149671,3.7856135401974633,3.133935078768868,5.228234755748806,3.826616999661381,4.433721260289536,3.6569561052572475,2.1375825884182076,0.6345733041575707,1.624129930394469,1.5063731170336103,0.8773853915332142,3.301886792452824,1,0
2015-02-26,1.0,0.7938461538461443,0.6358974358974276,0.5988461538461555,0.5513846153846258,0.5474358974359071,0.5353846153846157,0.5211538461538431,0.5343589743589768,0.39569230769230607,0.27454545454545703,0.21461538461538965,0.17715976331361094,0.10604395604394996,0.06861538461537803,0.025961538461544576,0.00027149321266785716,0.0,0.021538461538458946,0.02723076923077121,0.03391941391940969,2.4256393370650997,1.8165948393431774,2.2740972108060475,1.6723865555374084,1.9055419055418632,2.0559930008749117,1.2696690179055947,6.895761741122564,7.23355357655846,5.297602256699552,4.636429892919214,6.761240132707935,5.339203070323961,5.9551518592109165,5.167070490787196,3.6255621564599494,2.1006564551422358,3.104629322726793,2.9851569828394764,2.347005922351353,0,0
2015-02-27,1.0,0.7866636113657115,0.6291204128051029,0.5082620429778996,0.4568387819533633,0.4093339443935288,0.39032924504968686,0.3709962827171836,0.3530569983365674,0.3524442407577186,0.26662592932071155,0.19067623994297198,0.1502267973395448,0.12329594226935917,0.07705808466578198,0.05087076076994474,0.021902314240702676,0.003247671747523199,0.0,0.010090131377945219,0.011018482145889602,3.8540987171124197,4.845790802326877,4.222355572527392,4.690667981807217,4.074739881244227,4.313404313404279,4.467410323709564,3.662506782419972,9.421534936998865,9.767308244757267,7.785613540197445,7.108818747547252,9.283834801510139,7.828197313466534,8.458699971615125,7.651997520707732,6.074065848648069,4.5131291028446485,5.540824218318452,5.418528941124534,0,1
2015-03-02,0.9834625322997512,1.0,0.853574504737298,0.711111111111117,0.5896640826873502,0.5274763135228365,0.470948689553346,0.44250645994832233,0.4155612977318494,0.3912144702842429,0.38463706835800354,0.2956072351421258,0.21590141125025125,0.17120708748615715,0.14018949181739457,0.09011627906977523,0.06028271773825967,0.027849554981341014,0.006011151910782946,0.0,0.007801156638364162,2.1913844834976492,3.680147858230054,4.670178904620825,4.047787900278221,4.515315907720963,3.9004194585172236,4.138684138684123,4.292432195975526,3.488876831253407,9.238258877434147,9.583453030738308,7.605077574047958,6.929416381678544,9.100789383365782,7.647590021447126,8.27703661652004,7.47168535527134,5.89639664649384,4.33807439824947,5.364048171472802,0,1
2015-03-03,0.5779323813011188,0.8842304406200362,1.0,0.9165903820334509,0.7978518247284423,0.6815269132186114,0.6183937507628486,0.5579076650799515,0.5262419138288885,0.49552666910778354,0.46725031346050316,0.45885206883926166,0.356120140082069,0.26302941535457247,0.20969119980471201,0.17199133406567582,0.11196430238152334,0.07540990276252557,0.03575581208605585,0.008525570609058699,0.0,-2.6694582570007785,-0.3696956708100996,1.0817569036747132,2.0469761826364063,1.4401832960558636,1.895994301057602,1.2965081440322823,1.5288015288015044,1.6786964129484216,0.8952794357026672,6.500572737686161,6.8371157713301045,4.908321579689701,4.24959354151484,6.366548449834153,4.949768596907123,5.563440249787144,4.778272384064941,3.242462939314894,1.7231947483588694,0,0
2015-03-04,0.778493150684926,0.6893150684931342,0.8887671232876669,1.0,0.9398767123287776,0.8355479452054879,0.725273972602737,0.6621660958904101,0.599977168949786,0.5657602739726095,0.5322727272727412,0.5011301369863111,0.4904899894626039,0.3817123287671222,0.28216438356164414,0.22382705479452983,0.1818291700241818,0.11613013698630703,0.07521268925739204,0.030979452054802632,0.0,-1.8560268442301076,-2.0204135043182747,0.2946849549935404,1.7558164818438415,2.72747228624739,2.1166330260214528,2.5754835881417693,1.971999782099454,2.2058422058421456,2.3567366579177573,1.5680954964731209,7.210767468499402,7.549554725653529,5.607898448518989,4.94477770925601,7.075849445143567,5.649621853482301,6.267385750780563,5.476982025130983,3.930931097662538,0,0
2015-03-05,0.5667320114406831,0.70761159494807,0.6848346562971879,0.8750642735482131,1.0,0.9592827072018532,0.8656040106693973,0.7586488093325062,0.6958950627202772,0.6318571841758569,0.596027602567441,0.5602644856509327,0.5264992423137559,0.5146704373814847,0.39531445833466566,0.28507829321593225,0.21956978311458664,0.17183800923397097,0.09760699431517425,0.05070781244978885,0.0,-0.23124495832216319,-2.731610129502471,-2.894530227689107,-0.6000857265323845,0.848010437051494,1.81099769509383,1.205607986470958,1.6603649515041452,1.0622650759928076,1.2940212940212303,1.4435695538057791,0.6619641888225614,6.254295532646026,6.5900603274920755,4.66572637517626,4.008521612378746,6.120581169202599,4.707077548255989,5.319330116378085,4.535977911759725,0,0
2015-03-06,0.22859116022100243,0.4254143646408599,0.606353591160206,0.6325966850828594,0.846408839779007,1.0,0.9791831097079544,0.8941643646408601,0.7879834254143644,0.7256215469613273,0.6591536916122608,0.6224102209944744,0.5846260093497755,0.5482438831886245,0.5363259668508166,0.4002935082872963,0.27356191095223203,0.19774401473297173,0.14211980226810045,0.05528314917127884,0.0,-1.907153159890984,-1.2530250067222526,-3.7277827295129295,-3.8890342842187953,-1.618088298328324,-0.1848227875625219,0.768302052464076,0.16911243249140284,0.6192120116170541,0.027237566051119266,0.25662025662023247,0.4046369203849709,-0.36896364622897027,5.166093928980531,5.498419994254533,3.5937940761636034,2.9433200650333724,5.0337489989704,3.634721751890746,4.240703945501001,1,0
2015-03-09,1.0,0.5250384549649545,0.44248846351051074,0.4511621944966663,0.42669629123227787,0.5056970318464173,0.5675952828576315,0.5480687062040652,0.497255929660658,0.4357887540591416,0.3973524339273912,0.3571469264513288,0.3330660110697812,0.3088360963937806,0.2856833589699708,0.27604255682789713,0.19927212040174483,0.12737613703261258,0.08319765402225186,0.05013672876431546,0.0,3.255713669685245,2.334526417009486,3.016940037644522,0.4351701357940385,0.2669458257000823,2.636090870124308,4.131332898456175,5.125672264295922,4.5005728001745515,4.9701353498821765,4.35256305496543,4.591864591864558,4.746281714785683,3.9392295170917135,9.713631156930136,10.060327492099974,8.073342736248224,7.394741268150473,9.575563436677758,8.116040185122486,0,0
2015-03-10,0.6825017226703595,1.0,0.6552632645616467,0.5637590693526892,0.5657168335292602,0.531839001256559,0.6238903976328579,0.6997385594422691,0.6753137962250124,0.6101495683190976,0.529904451674975,0.47849702079366085,0.424260187139703,0.39090430059584075,0.35722913542215007,0.32489055976653586,0.3105765998183273,0.20611243970654583,0.10771649646185696,0.04639860565036442,0.0,2.292778564426534,1.24514877102202,0.34189860569477926,1.0110244689432557,-1.5204739684370527,-1.6854226642240122,0.6375910844406585,2.1037181996086174,3.07869608165956,2.465768370519883,2.926187736314323,2.3206406275535496,2.5552825552825453,2.7066929133858553,1.9153553988063177,7.5773195876288835,7.917265153691488,5.9689703808180505,5.303582440993448,7.441940281432369,1,0
